title	anidb	anilist	animenewsnetwork	animeplanet	anisearch	annict	imdb	kaize	kaize_id	kitsu	livechart	myanimelist	nautiljon	nautiljon_id	notify	otakotaku	shikimori	shoboi	silveryasha	simkl	themoviedb	trakt	trakt_type	trakt_season
Dokgotak Dasi Chajeun Maundeu	14608	18327		dokgotak-dasi-chajeun-maundeu	9735			dokgotak-dasi-chajeun-maundeu		9738		18327			EfPYpFiiR		18327			1990840				
Dokgotak: Taeyang-eul Hyanghae Deonjyeola	14609	16572		dokgotak-taeyang-eul-hyanghae-deonjyeola	9740			dokgotak-taeyang-eul-hyanghae-deonjyeola		7464		16572			YxXFpKmiR		16572			1990844				
Doki Doki School Hours			3761																					
Dokidoki Dream!!!		102743		irodorimidori-dokidoki-dream				dokidoki-dream	1800	14100		36600			VvbH2Kiig		36600							
Dokidoki Gakuen Kessen!! Youki Daimashiro	10203	19437		dokidoki-gakuen-kessen-youki-daimajou	8824	14591		dokidoki-gakuen-kessen-youki-daimashiro		9818		19437			SieYtKiig		19437			1572755				
Dokidoki Ghost Mansion				mysterious-ghost-manor				dokidoki-ghost-mansion		47120		51868					51868							
Dokidoki Little Ooyasan		101240			13591							37405					37405							
Dokidoki Oyako Lesson: Oshiete H na Obenkyou		3944	8068		4248							3944					3944							
Dokidoki! Mini Mini! Kakushi Dungeon Gekijou		128367			15919	7895					10296	45658	doki+doki!+mini+mini!+kakushi+dungeon+gekijou	9990	T6Bb3LaMR		45658							
Dokidoki! Mini Mini! Kakushi Dungeon Gekijou Colabo Specials		131708			17046																			
Dokidoki! Precure	9523	16419	14903	dokidoki-pretty-cure	8207	1452		dokidoki-precure	4048	7426	881	16419			INPKpKiig		16419	2887	3240	40767				
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress	9690	17357	15403	dokidoki-pretty-cure-movie-mana-kekkon-mirai-ni-tsunagu-kibou-no-dress	8343	4297		dokidoki-precure-movie-mana-kekkon-mirai-ni-tsunagu-kibou-no-dress	9159	7857	128	17357	dokidoki!+precure+mana+kekkon!!-+mirai+ni+tsunagu+kibou+no+dress	2659	UpUppFmmR		17357	3508		44864	270482			
Dokidoki♡Densetsu: Mahoujin Guruguru	1619	332	2031	mahoujin-guru-guru-doki-doki-legend	2476	1451		dokidokidensetsu-mahoujin-guruguru		299	7994	332			JKa2cKiig		332			38681				
Dokimeki Diary					18493																			
Dokkaebi Bangmang-I	13196	18325		dokkaebi-bangmang-i	9723			dokkaebi-bangmang-i		9739		18325			6UPLtFimg		18325			1573191				
Dokkaebi Gamtu	9633	18313		dokkaebi-gamtu	8654			dokkaebi-gamtu		9740		18313			QrEYtKimR		18313			1572569				
Dokkaebi Jeollaedonghwa Kkaep!					15837																			
Dokkan! Robotendon	3693	182145	5871	dokkan-robo-tendon	234	1454		dokkan-robotendon		9244		21485			5Zw-pFimg		21485			872905				
Dokkiri Doctor	4655	4554	1310	dokkiri-doctor	3656	1434		dokkiri-doctor	3726	3680	11299	4554	dokkiri+doctor	6906	J-eX5KmmR		4554			38476				
Dokkiri Doctor Special		13781		dokkiri-doctor-otome-no-maruhi-kenkoushindan				dokkiri-doctor-special	3771	7027	11300	13781			XSQvpKimg		13781							
Dokkoida?!			2950										dokkoida-!	4566										
Dokkun Dokkun				dokkun-dokkun																				
Doko kara Kita no		116782		doko-kara-kita-no				doko-kara-kita-no		44092		40928					40928							
Dokodemo Makibao		185538	34169	dokodemo-makibao	19968	14899						61326					61326							
Dokonjo Gaeru Yanen		174912	32143	dokonjo-gaeru-yanen						48735		58499					58499							
Dokonjou Gaeru	4953	5618	1311	dokonjou-gaeru	4055	1437		dokonjou-gaeru	3727	4204	11930	5618			rmLjcKiiR		5618	3293		37592				
Doku Ringo		158222		deco-27-poison-apple				doku-ringo	25253	48345		55341					55341							
Doku Tenshi no Shippo		2485	25819	angel-tales-omake	10693	14229		doku-tenshi-no-shippo		2255	8126	2485	doku+tenshi+no+shippo	4754	QpjE5KimR		2485							
Dokuhaku				dustcell-monologue	16430					49766		55671					55671							
Dokuhaku (Iori Kanzaki Remix)										49955		56050					56050							
Dokuhaku Suru Universal Yoko Mercator Egg Man	6264	182140		monologue-of-universal-transverse-mercator-egg-man	5206			dokuhaku-suru-universal-yoko-mercator-egg-man				53155					53155			41425				
Dokusen		2541	5988		899			dokusen				2541					2541							
Dokushin Apart Dokudamiso			3359																					
Dokushin Apartment Dokudami-sou	5893	9499		dokushin-apartment-dokudami-sou	4858	14230		dokushin-apartment-dokudami-sou		5756		9499			1mnMtFimR		9499			36260				
Dokusou Shuusa		158542		afterglow-x-tk-from-ling-tosite-sigure-dokusou-shuusa	17665			dokusou-shuusa		49081		54262					54262							
Dokyuu Hentai HxEros	15241	112818		super-hxeros	14705	7056				42657	9658	40623	dokyuu+hentai+hxeros+oav	9600	UBwHmU8WR		40623	5700	1005	1388040		158927	shows	1
Dokyuu Hentai HxEros OVA	15712	123769		super-hxeros-ova	15525	9043				43544	10053	42803			zB7wwxDMg		42803		2165	1425177				
Dokyuu Hentai HxEros: HxEros Report				super-hxeros-hxeros-report	15492					43525		42685					42685		3657					
Dokyū Hentai HxEros			23693																					
Dolittle-sensei Monogatari	11229			dolittle-sensei-monogatari	10602			dolittle-sensei-monogatari		10598		30034			we4wpFimg		30034			503806				
Doll Saaya		9317			5353							9317					9317							
Dolls' Frontline	16006	128828		girls-frontline	15912	8176		dolls-frontline	9169	43929	9191	46604			2S88p8fGg	2022	46604	6225	3271	1573473				
Dolly				dolly																				
Dolpalmae				lee-juck-x-jinpyo-kim-stoning				dolpalmae				50534					50534							
Dolphin Ouji	3576	8879		dolphin-ouji	1493	1470		dolphin-ouji	9171	5516	11640	8879			_q7WtKmig		8879			40770				
Dolphin Prince			779																					
Domestic na Kanojo	14213	103139	21205	domestic-girlfriend	13753	6170		domestic-na-kanojo	958	41479	3395	37982	domestic+na+kanojo	8061	unFxwqOmg	1232	37982	5136	2012	858853		138220	shows	1
Dominator	13018																			670959				
Dominion	786	1151	541	dominion-tank-police	2062	2886		dominion	3779	1032	6088	1151	dominion	2671	9mZbcFmig		1151		2452	36396		44889	shows	1
Dominique		179280										57748					57748							
Domino Mask					18199																			
Domiso wa Harmony		175834										58071					58071							
Domo TV		8815		domo-tv		11409		domo-tv	3501	5501	7449	8815	domotv	5426	d1ZWpKmmR		8815							
Domo-kun		7643		domo-kun		11408		domo-kun	3502	5064	8857	7643	domo-kun	5427	8DNkpFimR		7643							
Don												62098					62098							
Don - Gokudo Suikoden			7343																					
Don Chuck Monogatari	3369	2575	1312	don-chuck-monogatari	3104	9900		don-chuck-monogatari		2340		2575	don+chuck+monogatari	6907	ahIs5Kimg		2575			36810				
Don Pepe no Uta		140372		don-pepe-no-uta				don-pepe-no-uta				42637					42637							
Don Quixote		169460										56665					56665							
Don't Call Me (ESAI Remix)												55170					55170							
Don't Call Us A JUNK GAME!			23707																					
Don't Cry				t-sensei-dont-cry				dont-cry		40871		36248			e2pOhKiig		36248							
Don't Cry (Movie)		126911		dont-cry				dont-cry-movie		43931		45584					45584							
Don't Tell Mother Maria			3772																					
Don't Worry: Monotarinai Monogatari		108053		kenji-nojima-dont-worry-monotarinai-monogatari	13469			dont-worry-monotarinai-monogatari				39242					39242							
Don't You Wish You Were Here?		166975		dont-you-wish-you-were-here				dont-you-wish-you-were-here		10385		29713			u85UpFimR		29713							
Don: Gokudou Suikoden	7096	18451		don-gokudou-suikoden	5602			don-gokudou-suikoden		9245		18451			RNwatFiig		18451			39929				
Donbee Monogatari	4297	11625		donbe-monogatari	4606	11646				6551		11625			oJYItKiiR		11625			38671				
Donbei x Kemurikusa				donbei-x-kemurikusa	14744			donbei-x-kemurikusa				39415					39415							
"Donbei × FINAL FANTASY VII REBIRTH ""Hen'yoku no don Gitsune-hen"""												58466					58466							
Donburi Kazoku		3422	7696		3940			donburi-kazoku				3422					3422							
Donbē Monogatari			9003					donbe-monogatari																
Dondon Dommel to Ron	1949	2814	1313	dondon-domeru-to-ron	1992	1436		dondon-dommel-to-ron		2568	9159	2814	dondon+domeru+to+ron	6060	NRVUcKmmR		2814			40092				
Done												60103					60103							
Dong Dong He Gua Gua				dong-dong-he-gua-gua				dong-dong-he-gua-gua				43820					43820							
Dong Hai Xiao Shao Bing				dong-hai-xiao-shao-bing				dong-hai-xiao-shao-bing				43376					43376							
Dong Zhiwu Dazhan				dong-zhiwu-dazhan				dong-zhiwu-dazhan				44972					44972							
Dongbei Hua Ze Lei: Qi Yao Ezi				dongbei-hua-ze-lei-qi-yao-ezi				dongbei-hua-ze-lei-qi-yao-ezi				44902					44902							
Dongbei Meng Shou				dongbei-meng-shou				dongbei-meng-shou				47730					47730							
Dongbei Meng Shou 2nd Season				dongbei-meng-shou-2nd-season				dongbei-meng-shou-2nd-season				47731					47731							
Dongbei Yijia Ren				dongbei-yijia-ren				dongbei-yijia-ren				45895					45895							
Dongeng Sang Kancil					20383																			
Dongfang Kurhn: Modern Xueyuan								dongfang-kurhn-modern-xueyuan				47464					47464							
Dongfang Qise Hua								dongfang-qise-hua				47682					47682							
Dongfang Shaonian: Ji Dou Zhan Che	15311							dongfang-shaonian-ji-dou-zhan-che				46315					46315			1225825				
Dongfang Shen Wa		129494		dongfang-shenwa				dongfang-shen-wa				44168					44168							
Dongfang Shen Wa 2nd Season		129495		dongfang-shenwa-2nd-season				dongfang-shen-wa-2nd-season				44169					44169							
Dongguo Xiansheng		138305		dongguo-xiansheng				dongguo-xiansheng	9193			43219					43219							
Dongguo Xiaojie	12951	99788		dongguo-xiaojie	12531			dongguo-xiaojie		13321		34940			eGOn2FmmR		34940			675135				
Donghan Yanyi								donghan-yanyi				46354					46354							
Donghua Shuo Tangshi								donghua-shuo-tangshi				47883					47883							
Donghwa					15162																			
Donghwa feat. IU												55287					55287							
Donghwanala ABC								donghwanala-abc				48165					48165							
Donghwanala Poinpo								donghwanala-poinpo				48166					48166							
Dongitsune CMs		156571			17895	10527				49171		53443					53443							
Dongitsune Season 2: Mimi Soko Nan desu ka? Hen					17896																			
Dongitsune Season 2: Shoujikisugiru Shippo Hen					18717																			
Dongnan Te Weidui				dongnan-te-weidui				dongnan-te-weidui				46907					46907							
Dongseonglo feat. Crush												54514					54514							
Dongtian Li De Xiaotian Shu				dongtian-li-de-xiaotian-shu				dongtian-li-de-xiaotian-shu				43668					43668							
Donguri Mori e	10155			donguri-mori-e	9122			donguri-mori-e		9246		25193			lFw-tFimg		25193			1572747				
Donguri no Ie	4986	5916	8756	donguri-no-ie	4082	10225	tt0302499	donguri-no-ie		4334		5916			RFn3cFmiR		5916			37730				
Donguri to Yamaneko	4843	8451	4426	donguri-to-yamaneko	3959	11934		donguri-to-yamaneko	3730	5341		8451	donguri+to+yamaneko	12474	bqtmtFimR		8451			39014				
Donguri to Yamaneko (1995)	14443	118675		donguri-to-yamaneko-1995	14045			donguri-to-yamaneko-1995		9247		26301			BoQatKmmg		26301			1573439				
Dongwu Hechang Tuan				dongwu-hechang-tuan				dongwu-hechang-tuan				47703					47703							
Dongwu Jiuyuan Dui				dongwu-jiuyuan-dui				dongwu-jiuyuan-dui				47729					47729							
Dongwu Kuanghuan Jie								dongwu-kuanghuan-jie				52706					52706							
Dongwu Tegong Ju		163696		spycies	14868			dongwu-tegong-ju				45111					45111							
Dongwu Xingxing Da Tanxian								dongwu-xingxing-da-tanxian				45460					45460							
Dongxi Chaguan				dongxi-chaguan				dongxi-chaguan				45360					45360							
Dongxi Nanbei				dongxi-nanbei				dongxi-nanbei				44652					44652							
Dongzhi Yinghao Yan												54546					54546							
Donkey Kong																				50246				
Donkikko	5094	19901		donkikko	4194	9851				9248		19901	donkikko	6837	paQ-tKmiR		19901			37756				
Donmai					20194																			
DONMAI × ASSC												60359					60359							
Donna Donna	12586	8719		donna-donna	6349			donna-donna		5458		8719			zwCitFmmR		8719			640539				
Donten		113672		shiritsu-ebisu-chuugaku-donten				donten		43384		39560					39560							
Donten Hitsuji										43835														
Donten ni Warau	10020	20817	15780	laughing-under-the-clouds	9107	4150		donten-ni-warau	3890	7907	166	21743	donten+ni+warau	3543	nMzhpFmiR		21743	3553		43077		80242	shows	1
Donten ni Warau Gaiden	12968				12302								donten+ni+warau+gaiden	6672						668391				
Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai		98452	19805	laughing-under-the-clouds-gaiden-movie-1		5664		donten-ni-warau-gaiden-ketsubetsu-yamainu-no-chikai	3891	13232	2580	35086			OxlM2FmmR		35086					317079	movies	
Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi		99197		laughing-under-the-clouds-gaiden-movie-3		6290		donten-ni-warau-gaiden-ouka-tenbou-no-kakehashi	3887	41563	2762	35425					35425					367638	movies	
Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma		99196		laughing-under-the-clouds-gaiden-movie-2		5703		donten-ni-warau-gaiden-shukumei-soutou-no-fuuma	3888	41562	2761	35424					35424		2350			330505	movies	
Donten ni Warau Gaiden: Shukumei, Sōtō no Fūma			20790																					
Donten ni Warau Gaiden: Ōka, Tenbō no Kakehashi			23880																					
Donten ni Warau x Mameshiba				laughing-under-the-clouds-x-mameshiba				donten-ni-warau-x-mameshiba		41786		37431					37431							
Donut Hole		182364		hachi-donut-hole-2024	19647					49243		59996					59996							
Donyatsu	9889	18755	15755	donyatsu	8709	3479		donyatsu	9210	8051	855	18755	donyatsu	4483	bCf2pKmmR		18755			43896				
Donyatsu Specials		126647		donyatsu-specials	11577			donyatsu-specials	9211	9249		26079			R8Q-tKimg		26079							
Doo Er Huan Dong Xilie								doo-er-huan-dong-xilie				45449					45449							
Doodle												59211					59211							
Dooh Tairyō Hassei-chū?			33641																					
Doolie Baenang-Yeohaeng	9711				12008			doolie-baenang-yeohaeng		9113		26199			hhIatKimR		26199			49590				
Doomsday With My Dog			25813																					
Dooppel!		122194		dooppel						47761		56007					56007							
Door		140851		door				door				42887					42887							
Doorbell			7886																					
Doors				doors																				
Doosan: Delightful Life				doosan-delightful-life																				
Doraemon	2110	501	1317	doraemon-1973	1840	1457				8898	6575	501	doraemon	1478	GV2btKiiR		501			36878				
Doraemon & Chinpui: Eri-sama Ai no Present Daisakusen				doraemon-and-chinpui-eri-sama-ai-no-present-daisakusen		13985						59850					59850							
Doraemon & F-Chara All Stars: Getsumen Race de Dai-Pinch!?				doraemon-and-f-chara-all-stars-getsumen-race-de-dai-pinch		13989						59855					59855							
Doraemon & F-Chara All Stars: Sukoshi Fushigi Express			24697	doraemon-and-f-chara-all-stars-sukoshi-fushigi-express		8854						59857					59857							
Doraemon & F-Chara All Stars: Yume no Machi, F Land				doraemon-and-f-chara-all-stars-yume-no-machi-f-land		13992						59859					59859							
Doraemon & SF Tanpen: Sora kara no Otoshidama				doraemon-sf-tanpen-sora-kara-no-otoshidama		13991						59858					59858							
Doraemon (1979)	1078	2471	1318	doraemon-1979	540	4077		doraemon-1979	5869	460	5614	2471	doraemon+(1979)	3101	BRto5KimR		2471	181	1830	38799				
Doraemon (1979) Special 5: Dora Q Perman				doraemon-1979-special-5-dora-q-perman																				
Doraemon (1979) Special 9: Nessie's Coming!				doraemon-1979-special-9-nessies-coming																				
Doraemon (2005)	4635	8687		doraemon-2005	3754	1456		doraemon-2005	5870	5443	1480	8687	doraemon+(2005)	3102	vluitKmiR	1355	8687	636	1829	41608				
Doraemon (2005) Specials								doraemon-2005-specials	9216	41588	8981	35686					35686							
Doraemon 3D Short Movie				doraemon-3d-short-movie								59836					59836							
Doraemon and Itchy the Stray			1929																					
Doraemon Anniversary 25				doraemon-anniversary-25		6036		doraemon-anniversary-25		41727		37112					37112							
Doraemon Eigo Kyoushitsu		136667		doraemon-eigo-kyoushitsu				doraemon-eigo-kyoushitsu		41615		36287					36287							
Doraemon Meets Hattori the Ninja		2630	1926	doraemon-1979-special-17-doraemon-meets-hattori-the-ninja	3758			doraemon-meets-hattori-the-ninja		2394	8871	2630			uRTscKimg		2630							
Doraemon Movie 01: Nobita no Kyouryuu	3114	3727	1887	doraemon-movie-1-nobitas-dinosaur	1659	3506	tt1147517	doraemon-movie-01-nobita-no-kyouryuu		3215	6880	3727	doraemon+movie+40+-+nobita+no+shin+kyouryuu	8802	prK_5KmiR		3727	2809	1462	39450		46816	movies	
Doraemon Movie 02: Nobita no Uchuu Kaitakushi	6590	2662		doraemon-movie-2-nobita-no-uchuu-kaitakushi	5114	3505	tt1147515	doraemon-movie-02-nobita-no-uchuu-kaitakushi		2426	8897	2662	doraemon+movie+29+-+shin+nobita+no+uchuu+kaitakushi	7931	kH-scKmiR		2662	2811		38860		104633	movies	
Doraemon Movie 03: Nobita no Daimakyou	6597	2671		doraemon-movie-3-nobitas-great-demon	5117	3501		doraemon-movie-03-nobita-no-daimakyou		2434	8901	2671	doraemon+movie+03+-+nobita+no+daimakyo	7900	JKBy5Kiig		2671	1832		40313				
Doraemon Movie 04: Nobita no Kaitei Kiganjou	6596	2667	1889	doraemon-movie-4-nobitas-monstrous-underwater-castle	5120	3509	tt1147509	doraemon-movie-04-nobita-no-kaitei-kiganjou		2430	8900	2667	doraemon+movie+04+-+nobita+no+kaitei+kiganjou	7902	ZQ-y5KimR		2667	1842		41120		97511	movies	
Doraemon Movie 05: Nobita no Makai Daibouken	6595	2672	1888	doraemon-movie-5-nobitas-great-adventure-into-the-underworld	5118	3510	tt1147518	doraemon-movie-05-nobita-no-makai-daibouken		2435	8902	2672	doraemon+movie+19+-+nobita+no+nankai+daibouken	6964	rTfycKimg		2672			40932				
Doraemon Movie 06: Nobita no Little Star Wars	6594	2669	1893	doraemon-movie-6-nobitas-little-star-wars	5119	3503	tt0313990	doraemon-movie-06-nobita-no-little-star-wars		2432	7693	2669	doraemon+movie+41+-+nobita+no+little+star+wars+2021	10165	tzBy5Fmmg		2669			39090				
Doraemon Movie 07: Nobita to Tetsujin Heidan	4674	2665	1891	doraemon-movie-7-nobita-and-the-platoon-of-iron-men	3825	3490	tt1147528	doraemon-movie-07-nobita-to-tetsujin-heidan	5808	2428	7728	2665	doraemon+movie+07+-+nobita+to+tetsujin+heidan	7583	h0-ycFiig		2665			40531				
